	ESC_WT.bam	Copies	length	RPK	TPM
REF_NM_010421	2299	1	25439	90.37304926	25.76118326
REF_NM_001083928	4167	1	46132	90.32775514	25.74827199
REF_NM_001252538	1382	1	15304	90.30318871	25.74126924
REF_NM_018757	918	1	10168	90.28324154	25.73558322
REF_NM_024243	1766	1	19575	90.21711367	25.71673322
REF_NM_017476	2629	1	29154	90.17630514	25.70510059
REF_NM_008621	1919	1	21284	90.16162375	25.70091561
REF_NM_001289515	1951	1	21642	90.14878477	25.69725581
REF_NM_001081225	4747	1	52669	90.12891834	25.6915928
REF_NM_145441	2566	1	28489	90.06985152	25.67475558
REF_NM_001146059	1833	1	20357	90.04273714	25.66702652
REF_NM_175132	847	1	9407	90.03933241	25.66605599
REF_NM_001112735	459	1	5098	90.03530796	25.66490881
REF_NR_015521	1025	1	11388	90.00702494	25.65684662
REF_NM_001146311	1159	1	12881	89.97748622	25.6484265
REF_NM_007885	1326	1	14743	89.94098894	25.63802281
REF_NM_001037918	368	1	4093	89.90960176	25.62907577
REF_NM_001164503	4011	1	44615	89.90249916	25.62705115
REF_NM_008670	4054	1	45095	89.8991019	25.62608275
REF_NM_146086	6221	1	69220	89.87286911	25.61860499
REF_NM_026157	1953	1	21739	89.83853903	25.60881907
REF_NM_028102	2599	1	28957	89.75377284	25.58465614
REF_NM_001024606	483	1	5382	89.74358974	25.58175341
REF_NM_178112	4945	1	55102	89.74265907	25.58148812
REF_NM_172755	2590	1	28880	89.68144044	25.56403752
REF_NM_026027	4554	1	50817	89.61567979	25.54529219
REF_NR_003649	130	1	1451	89.59338387	25.53893666
REF_NM_182997	1330	1	14856	89.52611739	25.51976209
REF_NM_146207	3779	1	42219	89.50946256	25.51501457
REF_NM_133900	1941	1	21696	89.46349558	25.5019115
REF_NM_025564	792	1	8856	89.43089431	25.49261839
REF_NM_001083897	3786	1	42361	89.37466065	25.47658877
REF_NM_001079849	2835	1	31724	89.36451898	25.47369784
REF_NM_024172	2182	1	24443	89.26891134	25.44644452
REF_NM_144851	4892	1	54826	89.22773866	25.43470809
REF_NM_027470	3511	1	39366	89.18863994	25.42356285
REF_NM_053075	3526	1	39539	89.17777384	25.42046543
REF_NR_045915	3908	1	43825	89.17284655	25.41906088
REF_NM_001110337	1880	1	21086	89.15868349	25.41502365
REF_NM_001025362	4366	1	48977	89.14388386	25.41080496
REF_NM_011432	1059	1	11881	89.13391129	25.40796224
REF_NM_025813	1912	1	21464	89.07938874	25.39242038
REF_NM_139304	1466	1	16467	89.02653792	25.37735505
REF_NM_011729	2983	1	33517	88.99961214	25.36967975
REF_NM_172571	2303	1	25894	88.93952267	25.35255102
REF_NM_007714	1659	1	18657	88.9210484	25.34728486
REF_NM_178798	2651	1	29830	88.87026483	25.33280881
REF_NM_145442	1563	1	17588	88.8674096	25.33199491
REF_NM_008883	1387	1	15624	88.77368152	25.30527737
REF_NM_153134	706	1	7953	88.77153275	25.30466485
REF_NM_001042527	7104	1	80127	88.65925344	25.2726592
REF_NM_028117	185	1	2087	88.64398658	25.26830733
REF_NM_133739	2682	1	30256	88.64357483	25.26818996
REF_NM_001033472	5353	1	60414	88.60529016	25.25727677
REF_NM_007520	3047	1	34393	88.59360916	25.25394705
REF_NM_012000	1168	1	13184	88.59223301	25.25355478
REF_NM_001002008	1917	1	21640	88.58595194	25.25176433
REF_NM_027930	1227	1	13851	88.58566169	25.25168159
REF_NM_033601	1265	1	14294	88.49867077	25.2268845
REF_NM_001205332	13453	1	152181	88.4013116	25.1991319
REF_NM_001277122	3097	1	35038	88.38974827	25.19583573
REF_NM_026698	408	1	4617	88.36907083	25.18994154
REF_NM_172784	3152	1	35678	88.34575929	25.1832965
REF_NM_026752	1256	1	14219	88.33251283	25.17952055
REF_NM_028331	557	1	6306	88.32857596	25.17839833
REF_NM_010799	2614	1	29602	88.30484427	25.17163352
REF_NM_001311143	8723	1	98785	88.30287999	25.17107359
REF_NM_013529	3924	1	44466	88.24720011	25.15520183
REF_NM_008292	6006	1	68070	88.23270163	25.15106898
REF_NM_172754	1314	1	14895	88.21752266	25.14674216
REF_NM_134005	5503	1	62382	88.21454907	25.14589452
REF_NM_019763	6237	1	70708	88.2078407	25.14398228
REF_NM_025480	815	1	9244	88.16529641	25.13185486
REF_NM_019420	139	1	1577	88.14204185	25.12522606
REF_NM_015792	3081	1	34955	88.14189672	25.1251847
REF_NM_144856	554	1	6293	88.03432385	25.09452064
REF_NR_028086	342	1	3885	88.03088803	25.09354124
REF_NM_145574	2471	1	28070	88.02992519	25.09326678
REF_NM_001001792	853	1	9690	88.02889577	25.09297334
REF_NM_025818	3141	1	35713	87.95116624	25.07081624
REF_NR_037221	8	1	91	87.91208791	25.05967681
REF_NM_018736	4612	1	52474	87.89114609	25.05370727
REF_NM_199025	962	1	10954	87.82180026	25.03393997
REF_NM_023055	968	1	11024	87.808418	25.03012531
REF_NR_027860	113	1	1288	87.73291925	25.0086041
REF_NM_019826	1698	1	19358	87.71567311	25.00368802
REF_NM_133231	410	1	4677	87.66303186	24.98868243
REF_NM_080849	925	1	10561	87.5864028	24.96683903
REF_NM_172268	6961	1	79526	87.5311219	24.951081
REF_NM_019951	2816	1	32172	87.52952878	24.95062687
REF_NM_172796	1009	1	11528	87.52602359	24.9496277
REF_NM_175494	1763	1	20143	87.52420196	24.94910844
REF_NM_023209	1042	1	11912	87.47481531	24.93503059
REF_NM_001033367	2870	1	32814	87.46266837	24.93156806
REF_NM_029949	3113	1	35597	87.45118971	24.92829602
REF_NM_001177513	142	1	1624	87.43842365	24.924657
REF_NM_001159571	2133	1	24414	87.36790366	24.90455501
REF_NM_177049	883	1	10110	87.33926805	24.89639232
REF_NM_026197	4173	1	47830	87.24649801	24.86994787
REF_NR_027924	974	1	11172	87.18224132	24.85163125
REF_NM_172572	2514	1	28855	87.12528158	24.83539466
REF_NM_008422	1208	1	13866	87.11957306	24.83376742
REF_NM_013873	2583	1	29658	87.09285859	24.82615236
REF_NM_182939	3055	1	35080	87.08665906	24.82438517
REF_NM_010213	689	1	7913	87.07190699	24.82018003
REF_NM_133687	2775	1	31871	87.06974993	24.81956515
REF_NM_133887	2645	1	30395	87.02089159	24.8056379
REF_NM_133781	5055	1	58131	86.95876555	24.78792863
REF_NM_001038587	3342	1	38434	86.95425925	24.78664409
REF_NM_145605	2892	1	33262	86.94606458	24.78430817
REF_NM_008453	2313	1	26607	86.93201037	24.78030196
REF_NM_172626	5751	1	66188	86.88886203	24.76800236
REF_NM_001285937	9924	1	114218	86.88648024	24.76732343
REF_NM_029846	3163	1	36418	86.85265528	24.75768149
REF_NM_011889	1694	1	19508	86.83616978	24.75298224
REF_NM_001205188	5065	1	58416	86.70569707	24.71579049
REF_NM_001037926	2540	1	29312	86.65393013	24.70103413
REF_NR_040658	513	1	5922	86.62613982	24.69311239
REF_NM_172275	1203	1	13891	86.60283637	24.68646966
REF_NM_030198	996	1	11501	86.60116512	24.68599326
REF_NM_024258	2470	1	28529	86.57856918	24.6795522
REF_NR_028449	467	1	5398	86.51352353	24.66101069
REF_NM_025400	388	1	4485	86.51059086	24.66017472
REF_NM_009320	6485	1	74997	86.47012547	24.64863991
REF_NM_153525	1214	1	14044	86.44260894	24.64079622
REF_NM_009412	6488	1	75080	86.41449121	24.63278115
REF_NM_146075	1282	1	14839	86.39396186	24.62692918
REF_NM_001081152	3333	1	38581	86.38967367	24.62570681
REF_NM_001081073	2068	1	23940	86.38262322	24.62369706
REF_NM_011794	2212	1	25611	86.36913826	24.61985312
REF_NM_199027	1715	1	19859	86.35882975	24.61691464
REF_NM_001289580	3121	1	36144	86.34904825	24.61412638
REF_NM_013456	1441	1	16694	86.31843776	24.60540075
REF_NM_001163450	3406	1	39472	86.289015	24.59701367
REF_NM_080793	3926	1	45506	86.27433745	24.59282978
REF_NM_145528	3104	1	35981	86.26775242	24.5909527
REF_NM_008279	1762	1	20425	86.26682987	24.59068972
REF_NM_024472	407	1	4718	86.26536668	24.59027263
REF_NM_001290469	2395	1	27771	86.24104281	24.58333902
REF_NM_019442	1112	1	12911	86.12810782	24.55114647
REF_NM_019922	1342	1	15582	86.12501604	24.55026515
REF_NM_013863	2015	1	23397	86.12215241	24.54944886
REF_NM_025706	4616	1	53623	86.08246461	24.5381357
REF_NM_010726	1698	1	19748	85.98339072	24.50989431
REF_NM_001163628	465	1	5409	85.96783139	24.50545906
REF_NM_023323	2045	1	23794	85.94603682	24.49924643
REF_NM_029952	1342	1	15639	85.81111324	24.46078595
REF_NM_011809	1599	1	18643	85.76945771	24.44891188
REF_NM_177359	1270	1	14809	85.75866027	24.44583403
REF_NM_178020	520	1	6064	85.75197889	24.44392948
REF_NM_001159527	4702	1	54847	85.72939267	24.43749119
REF_NM_172678	2301	1	26858	85.67279768	24.42135857
REF_NM_001042613	834	1	9742	85.60870458	24.40308859
REF_NM_172760	430	1	5023	85.60621143	24.40237791
REF_NM_001013369	1938	1	22643	85.58936537	24.39757587
REF_NM_010143	1584	1	18510	85.57536467	24.39358492
REF_NM_028862	3983	1	46557	85.55104496	24.38665249
REF_NM_172262	3574	1	41781	85.54127474	24.38386746
REF_NM_025441	3899	1	45634	85.44068019	24.35519259
REF_NM_008296	2010	1	23528	85.43012581	24.35218403
REF_NM_001199023	3598	1	42144	85.37395596	24.3361726
REF_NM_146188	1180	1	13825	85.35262206	24.33009129
REF_NM_145427	1406	1	16476	85.33624666	24.32542342
REF_NR_033578	132	1	1547	85.32643827	24.3226275
REF_NM_010718	5623	1	65942	85.27190561	24.30708276
REF_NR_033612	66	1	774	85.27131783	24.3069152
REF_NM_175150	987	1	11578	85.24788392	24.30023528
REF_NM_027873	874	1	10255	85.22671867	24.29420205
REF_NM_183286	473	1	5552	85.1945245	24.28502497
REF_NM_009577	695	1	8158	85.19244913	24.28443338
REF_NM_001290783	814	1	9558	85.16426031	24.27639805
REF_NM_031184	1809	1	21245	85.14944693	24.27217544
REF_NM_026775	2903	1	34104	85.12197983	24.26434584
REF_NR_027817	492	1	5781	85.10638298	24.2598999
REF_NM_139291	1194	1	14035	85.07303171	24.25039299
REF_NM_028872	1766	1	20759	85.07153524	24.24996641
REF_NM_028034	3753	1	44135	85.03455308	24.23942451
REF_NM_001162945	1143	1	13444	85.01933948	24.23508781
REF_NM_001040026	1255	1	14771	84.96378038	24.21925048
REF_NM_001033244	5489	1	64604	84.96377933	24.21925018
REF_NM_177240	3680	1	43343	84.90413677	24.20224884
REF_NM_001039534	1417	1	16693	84.88588031	24.19704477
REF_NM_144888	1185	1	13962	84.87322733	24.19343799
REF_NM_183278	298	1	3512	84.85193622	24.18736887
REF_NM_175127	2418	1	28505	84.82722329	24.18032436
REF_NM_146043	4378	1	51683	84.70870499	24.14654026
REF_NM_028913	941	1	11111	84.69084691	24.14144975
REF_NM_008669	787	1	9295	84.66917698	24.13527265
REF_NM_145852	1056	1	12480	84.61538462	24.11993893
REF_NM_008886	1840	1	21756	84.57437029	24.10824764
REF_NM_030112	5103	1	60340	84.57076566	24.10722013
REF_NM_001270646	410	1	4849	84.55351619	24.1023031
REF_NM_175259	305	1	3608	84.53436807	24.09684486
REF_NM_001289621	1503	1	17787	84.49991567	24.08702407
REF_NM_001009951	1609	1	19045	84.48411657	24.08252047
REF_NM_153808	5698	1	67457	84.46862446	24.07810439
REF_NM_153128	2982	1	35343	84.3731432	24.05088709
REF_NM_029074	1386	1	16439	84.31169779	24.03337184
REF_NM_001042503	4475	1	53097	84.27971448	24.02425488
REF_NM_028870	1545	1	18334	84.26966292	24.02138964
REF_NM_023051	5261	1	62432	84.26768324	24.02082533
REF_NM_175318	1518	1	18019	84.24440868	24.01419083
REF_NM_025781	992	1	11778	84.22482595	24.00860869
REF_NM_010206	4796	1	56960	84.1994382	24.00137182
REF_NM_026504	1454	1	17271	84.18736611	23.99793062
REF_NM_178901	220	1	2614	84.16220352	23.99075793
REF_NR_029741	9	1	107	84.11214953	23.97648985
REF_NM_078484	862	1	10249	84.10576642	23.97467032
REF_NM_001081364	10064	1	119803	84.00457418	23.94582508
REF_NM_007889	1270	1	15124	83.97249405	23.93668052
REF_NM_008003	371	1	4420	83.93665158	23.92646349
REF_NM_176838	486	1	5792	83.90883978	23.91853563
REF_NM_026768	1500	1	17905	83.77548171	23.8805214
REF_NM_030153	4142	1	49449	83.76306902	23.87698311
REF_NM_029956	1088	1	12994	83.73095275	23.86782825
REF_NM_146054	5967	1	71274	83.71916828	23.86446904
REF_NM_009012	4839	1	57801	83.71827477	23.86421434
REF_NM_001199020	1790	1	21384	83.70744482	23.86112722
REF_NM_020622	2832	1	33851	83.66074857	23.84781628
REF_NM_053166	2010	1	24058	83.54809211	23.81570312
REF_NM_144527	4780	1	57228	83.52554694	23.80927654
REF_NM_001290420	2691	1	32222	83.51436906	23.80609024
REF_NM_008486	1716	1	20550	83.50364964	23.80303463
REF_NM_001288613	931	1	11150	83.49775785	23.80135515
REF_NM_027491	3271	1	39183	83.48008065	23.7963162
REF_NM_029805	1877	1	22485	83.47787414	23.79568722
REF_NM_010757	928	1	11117	83.47575785	23.79508397
REF_NM_173866	2916	1	34942	83.45257856	23.78847662
REF_NM_144942	1005	1	12046	83.43018429	23.78209305
REF_NM_001168356	826	1	9901	83.42591657	23.78087652
REF_NM_023377	860	1	10312	83.39798293	23.77291393
REF_NM_001159606	9858	1	118206	83.39678189	23.77257157
REF_NM_026125	360	1	4318	83.37193145	23.76548785
REF_NM_175118	136	1	1632	83.33333333	23.75448531
REF_NR_033605	46	1	552	83.33333333	23.75448531
REF_NM_001206851	2210	1	26533	83.29250367	23.74284666
REF_NM_144825	6551	1	78654	83.28883464	23.74180079
REF_NM_001080929	1184	1	14217	83.28057959	23.73944766
REF_NM_001293631	503	1	6042	83.25057928	23.73089595
REF_NM_011342	1755	1	21092	83.20690309	23.71844589
REF_NM_001122873	1579	1	18983	83.17968709	23.71068786
REF_NM_025825	3642	1	43811	83.12980758	23.69646952
REF_NM_019685	2672	1	32144	83.1259333	23.69536514
REF_NM_001310713	5113	1	61542	83.08147282	23.68269151
REF_NM_009706	4301	1	51775	83.0709802	23.67970055
REF_NM_001160209	1469	1	17685	83.06474413	23.67792294
REF_NM_001163346	2073	1	24966	83.03292478	23.66885271
REF_NM_178205	39	1	470	82.9787234	23.6534024
REF_NM_011249	4865	1	58641	82.96243243	23.64875859
REF_NM_001145877	1215	1	14648	82.94647733	23.64421053
REF_NM_001252313	10108	1	122090	82.79138341	23.60000041
REF_NR_045598	108	1	1305	82.75862069	23.59066128
REF_NM_001114334	3790	1	45797	82.75651244	23.59006031
REF_NR_004447	103	1	1245	82.73092369	23.58276614
REF_NM_194345	1368	1	16541	82.70358503	23.57497315
REF_NM_178909	1926	1	23308	82.63257251	23.55473076
REF_NM_021557	1344	1	16269	82.61110087	23.54861019
REF_NM_027411	2020	1	24457	82.59394039	23.54371853
REF_NM_172151	1188	1	14384	82.59176863	23.54309946
REF_NM_029933	1957	1	23703	82.5633886	23.53500962
REF_NM_001289845	2119	1	25685	82.49951333	23.51680173
REF_NM_001164167	7464	1	90501	82.4742268	23.50959371
REF_NM_028536	1597	1	19366	82.46411236	23.50671055
REF_NM_001289545	684	1	8300	82.40963855	23.49118259
REF_NM_028734	2450	1	29740	82.38063215	23.4829142
REF_NM_008854	1933	1	23465	82.3780098	23.48216669
REF_NM_021610	2968	1	36051	82.32781338	23.46785801
REF_NM_178113	5362	1	65141	82.31375017	23.46384924
REF_NM_172974	1596	1	19401	82.26380084	23.44961099
REF_NM_178188	44	1	535	82.24299065	23.44367896
REF_NM_207208	1855	1	22560	82.2251773	23.4386012
REF_NM_001168562	647	1	7869	82.22137502	23.43751734
REF_NM_001033139	2184	1	26563	82.21962881	23.43701958
REF_NM_001081288	4688	1	57024	82.21099888	23.43455959
REF_NM_177633	5055	1	61496	82.20046832	23.43155781
REF_NM_175675	969	1	11791	82.18132474	23.42610086
REF_NM_001185162	810	1	9857	82.17510399	23.42432761
REF_NM_027925	1459	1	17776	82.0769577	23.39635063
REF_NM_176996	2123	1	25870	82.06416699	23.39270459
REF_NM_001277132	242	1	2950	82.03389831	23.38407639
REF_NM_029749	1801	1	21955	82.03142792	23.3833722
REF_NM_001145881	990	1	12070	82.02154101	23.3805539
REF_NM_001195730	486	1	5927	81.99763793	23.37374023
REF_NM_010260	1422	1	17346	81.97855413	23.36830032
REF_NM_024207	1878	1	22917	81.94789894	23.35956194
REF_NM_001039483	2074	1	25309	81.94713343	23.35934373
REF_NM_172566	867	1	10581	81.93932521	23.35711797
REF_NM_172162	819	1	9999	81.90819082	23.34824299
REF_NM_033477	201	1	2454	81.90709046	23.34792933
REF_NM_001281871	3057	1	37335	81.8802732	23.34028497
REF_NM_001081316	509	1	6217	81.87228567	23.33800809
REF_NM_001302393	951	1	11618	81.85574109	23.333292
REF_NR_130997	3247	1	39678	81.83376178	23.32702671
REF_NM_173747	1074	1	13126	81.82233735	23.32377013
REF_NM_026063	918	1	11227	81.76716843	23.30804402
REF_NM_172149	934	1	11443	81.62195229	23.2666496
REF_NM_145152	405	1	4962	81.62031439	23.26618271
REF_NM_001145999	5545	1	67938	81.61853455	23.26567536
REF_NM_001282028	1738	1	21296	81.61157025	23.26369016
REF_NM_001081379	12929	1	158463	81.59002417	23.25754837
REF_NM_175270	318	1	3900	81.53846154	23.24285025
REF_NM_029497	4801	1	58887	81.52903018	23.2401618
REF_NM_016716	6176	1	75768	81.51198395	23.23530271
REF_NM_022996	3703	1	45432	81.50642719	23.23371873
REF_NM_033144	1985	1	24361	81.48269775	23.22695457
REF_NM_175185	1077	1	13223	81.4489904	23.21734615
REF_NM_001080932	4065	1	49910	81.44660389	23.21666587
REF_NM_145952	6786	1	83345	81.42060112	23.20925368
REF_NM_008080	585	1	7185	81.41962422	23.20897521
REF_NM_022989	2209	1	27138	81.39877662	23.20303253
REF_NM_023662	7673	1	94329	81.34295922	23.18712156
REF_NM_027207	177	1	2176	81.34191176	23.18682298
REF_NM_020570	1300	1	15982	81.3415092	23.18670823
REF_NM_009542	1176	1	14459	81.33342555	23.18440395
REF_NM_001290522	1485	1	18264	81.30749014	23.17701097
REF_NM_025363	373	1	4589	81.28132491	23.16955247
REF_NM_019797	6490	1	79869	81.25806007	23.16292074
REF_NR_130959	8376	1	103084	81.25412285	23.16179842
REF_NM_080445	261	1	3213	81.232493	23.15563274
REF_NM_020266	753	1	9270	81.22977346	23.15485753
REF_NM_028177	1121	1	13805	81.20246288	23.14707254
REF_NM_144892	2795	1	34423	81.19571217	23.14514823
REF_NM_001303273	1887	1	23249	81.16478128	23.13633126
REF_NM_001145925	1783	1	21975	81.13765643	23.12859922
REF_NM_010560	3471	1	42791	81.11518777	23.12219444
REF_NM_001177793	2681	1	33052	81.11460729	23.12202897
REF_NM_019563	102	1	1258	81.08108108	23.1124722
REF_NM_013683	784	1	9670	81.07549121	23.11087878
REF_NM_001305420	1198	1	14785	81.02806899	23.0973609
REF_NM_183262	2574	1	31769	81.02238031	23.09573932
REF_NM_130859	2261	1	27907	81.01909915	23.09480401
REF_NM_001290430	1113	1	13739	81.01026276	23.09228516
REF_NM_029456	9781	1	120822	80.9537998	23.07619018
REF_NM_016676	5062	1	62542	80.93760993	23.0715752
REF_NM_019803	1915	1	23670	80.90409801	23.0620225
REF_NM_145505	2312	1	28586	80.87875184	23.05479747
REF_NM_197980	594	1	7345	80.87134105	23.052685
REF_NM_145221	4169	1	51564	80.8509813	23.04688138
REF_NM_021921	690	1	8537	80.82464566	23.0393743
REF_NM_008383	3422	1	42343	80.81619158	23.03696443
REF_NM_025414	2498	1	30912	80.81004141	23.0352113
REF_NM_133922	1961	1	24270	80.79934075	23.03216104
REF_NM_027395	4078	1	50488	80.77166852	23.02427296
REF_NM_025345	1461	1	18089	80.76731715	23.02303259
REF_NM_001033135	2103	1	26049	80.73246574	23.01309806
REF_NM_001039200	2111	1	26149	80.72966461	23.01229959
REF_NM_175101	1352	1	16752	80.70678128	23.00577661
REF_NM_009797	3367	1	41721	80.7027636	23.00463135
REF_NM_178421	317	1	3928	80.70264766	23.0045983
REF_NM_029002	458	1	5678	80.662205	22.99306997
REF_NM_024242	1971	1	24445	80.62998568	22.98388573
REF_NR_045287	360	1	4465	80.62709966	22.98306306
REF_NM_026042	600	1	7444	80.60182697	22.97585898
REF_NM_027975	1494	1	18539	80.58687092	22.9715957
REF_NM_001271389	941	1	11679	80.57196678	22.96734722
REF_NM_020566	351	1	4362	80.46767538	22.93761856
REF_NM_008958	1613	1	20046	80.46493066	22.93683616
REF_NM_026165	2392	1	29735	80.4439213	22.93084737
REF_NM_001291156	229	1	2850	80.35087719	22.90432479
REF_NM_178115	2839	1	35343	80.32708033	22.8975414
REF_NM_025768	1908	1	23756	80.31655161	22.89454015
REF_NM_001159497	5395	1	67252	80.22066258	22.86720661
REF_NM_009284	1444	1	18002	80.21330963	22.86511063
REF_NM_001081094	2328	1	29038	80.17081066	22.85299613
REF_NM_001110504	2187	1	27281	80.16568308	22.8515345
REF_NM_026170	7647	1	95422	80.13875207	22.84385771
REF_NM_001301628	7371	1	92014	80.10737496	22.83491355
REF_NM_026732	971	1	12124	80.08907951	22.82969836
REF_NM_001290436	903	1	11275	80.0886918	22.82958784
REF_NM_001306169	654	1	8166	80.08817046	22.82943923
REF_NM_013610	697	1	8705	80.0689259	22.82395349
REF_NR_002142	26	1	325	80	22.8043059
REF_NM_030731	1836	1	22951	79.99651431	22.80331229
REF_NM_010790	5099	1	63759	79.97302342	22.79661612
REF_NM_019785	2148	1	26861	79.96723875	22.79496718
REF_NM_172741	3910	1	48896	79.96564136	22.79451184
REF_NM_026878	332	1	4152	79.96146435	22.79332117
REF_NM_001080964	1947	1	24351	79.95564864	22.79166338
REF_NM_001045520	4689	1	58662	79.93249463	22.78506324
REF_NM_001290699	4240	1	53055	79.91706719	22.78066559
REF_NM_019580	1373	1	17181	79.91385833	22.77975089
REF_NM_001037737	5020	1	62850	79.87271281	22.7680222
