Start	Stop	Gene	ESC_WT.bam
81851857	81860448	REP_L1Md_T	7
81874236	81880571	REP_L1Md_F2	4
81887748	81891412	REP_RLTR14-int	2
81897481	81901798	REP_L1Md_F2	0
81906804	81908855	REP_L1_Mur1	0
81915342	81919580	REP_Lx3A	0
81919962	81922223	REP_MTA_Mm-int	0
81922225	81926271	REP_Lx3A	0
81934403	81940416	REP_L1Md_F2	0
81941429	81945369	REP_Lx	0
81962768	81965216	REP_L1_Mur1	0
81967965	81974519	REP_Lx2	0
81979655	81982849	REP_MTA_Mm-int	1
81991735	81996079	REP_L1Md_T	5
81996974	82007199	REP_L1_Mus1	2
82007212	82009647	REP_L1_Mus3	2
82013215	82015704	REP_L1_Mur2	0
82019377	82027070	REP_L1_Mus3	2
82052138	82057600	REP_Lx3A	1
82062678	82065644	REP_L1VL4	2
82067817	82074483	REP_Lx6	8
82177150	82183698	REP_Lx	0
82401839	82404308	REP_IAPEz-int	1
82733942	82737935	REP_Lx7	1
82848380	82855515	REP_MuRRS-int	9
82856454	82859834	REP_L1_Mus1	7
82862316	82867849	REP_MMETn-int	170
82873039	82877992	REP_MURVY-int	8
82877994	82881437	REP_IAPEz-int	6
82881446	82887152	REP_L1Md_T	8
82890826	82894628	REP_MERVK26-int	19
82899946	82902577	REP_RLTR10-int	1
82903519	82907424	REP_MMERVK10C-int	11
82907485	82911031	REP_L1_Mm	11
82913758	82916926	REP_MMERVK10C-int	7
82918307	82920312	REP_RLTR10-int	4
82922699	82927893	REP_ETnERV2-int	61
82928977	82937243	REP_IAPEz-int	49
83133666	83140742	REP_IAPEz-int	9
83231103	83234128	REP_MERVL-int	2
83234135	83237941	REP_MERVL-int	2
83250220	83255344	REP_IAPEz-int	29
83260460	83262619	REP_MTA_Mm-int	2
83276575	83279029	REP_RodERV21-int	0
83292605	83297028	REP_L1Md_F2	2
83391239	83393305	REP_RMER17C-int	0
83619080	83624493	REP_L1Md_T	6
83637124	83643809	REP_MERVL-int	11
83666278	83669088	REP_L1Md_F2	0
84131459	84134036	REP_Lx3_Mus	0
84207212	84212688	REP_IAPEz-int	41
84521386	84524094	REP_MMERGLN-int	0
84540814	84544378	REP_RMER16-int	0
84546415	84551705	REP_MurERV4_19-int	19
84551709	84553962	REP_L1_Mus1	1
85147859	85152806	REP_L1_Mur2	0
85153261	85156550	REP_MMVL30-int	0
85176755	85184779	REP_IAPEz-int	4
85215950	85221582	REP_MERVL-int	1
85231172	85235971	REP_IAPEz-int	2
85239802	85242518	REP_L1_Mm	3
85255636	85261182	REP_L1Md_F3	0
85264741	85267285	REP_L1Md_T	3
85301181	85305091	REP_L1Md_F2	11
85318289	85324698	REP_L1Md_A	10
85325759	85331584	REP_MERVL-int	1
85331615	85334506	REP_Lx4A	1
85446193	85448194	REP_Lx7	0
85464397	85467503	REP_Lx6	0
85502141	85505092	REP_L1_Mur2	65
85579407	85585567	REP_L1Md_F2	1
85696808	85703894	REP_L1Md_T	22
85856567	85858666	REP_L1_Mur3	1
85974241	85976341	REP_L1_Mur1	0
86010268	86012605	REP_L1Md_F3	1
86024351	86028464	REP_L1Md_T	7
86044037	86050284	REP_MERVL-int	1
86056390	86062735	REP_L1Md_A	8
86067509	86072068	REP_L1Md_T	0
86091440	86094182	REP_RMER17D2	0
86105539	86111682	REP_L1Md_F2	0
86138933	86147332	REP_MMERGLN-int	733
86200240	86205787	REP_Lx	5
86259584	86266036	REP_L1Md_T	11
86527625	86534260	REP_L1Md_T	23
86594344	86600574	REP_L1Md_F2	1
86604996	86608467	REP_IAPEz-int	0
86636982	86643581	REP_L1Md_A	7
86652600	86654981	REP_L1_Mm	0
86661784	86663968	REP_L1Md_F2	1
86764959	86767733	REP_L1Md_T	6
86774762	86777077	REP_RMER1B	0
86824006	86826891	REP_L1Md_T	2
86837624	86843573	REP_L1Md_T	1
86862853	86868457	REP_L1Md_A	12
86868467	86870473	REP_RLTR10-int	1
86899534	86905850	REP_L1Md_T	9
87094541	87097955	REP_L1Md_T	10
87120194	87123125	REP_Lx7	0
87230821	87232971	REP_L1_Rod	0
87443068	87445520	REP_ORR1A1-int	0
87450639	87461372	REP_L1Md_F2	9
87484009	87486960	REP_L1VL2	0
87532210	87536890	REP_Lx2B	2
87558012	87564545	REP_L1Md_A	12
87650355	87654399	REP_L1Md_F2	4
87701222	87703737	REP_ORR1A2-int	11
87715987	87720072	REP_Lx7	0
88113657	88120809	REP_IAPEz-int	7
88124869	88127219	REP_ORR1A1-int	0
88302981	88305214	REP_L1_Mus1	0
88407933	88410016	REP_Lx6	0
88427741	88431075	REP_IAPEz-int	5
88507712	88513841	REP_L1Md_F3	2
88513843	88516126	REP_L1Md_F2	0
88662226	88666359	REP_L1Md_T	9
88764168	88769176	REP_L1Md_F2	6
88798149	88800400	REP_L1VL2	0
89160931	89163421	REP_MERVL-int	1
89326328	89328670	REP_ORR1A2-int	1
89351941	89355941	REP_L1_Mur2	0
89412336	89427677	REP_L1Md_A	11
89427680	89431928	REP_L1VL2	0
89452224	89454413	REP_RLTR10-int	4
89517749	89522985	REP_L1Md_T	0
89587639	89593154	REP_L1Md_F2	0
89620103	89622797	REP_L1Md_F2	0
89637259	89643423	REP_L1Md_F2	1
89678329	89681742	REP_L1Md_T	9
89711699	89718131	REP_L1Md_T	18
89750145	89753119	REP_MTA_Mm-int	1
89787373	89792476	REP_IAPEz-int	24
89796665	89798806	REP_L1Md_F2	0
89803464	89805603	REP_Lx3_Mus	0
89915376	89917588	REP_L1_Mur2	0
90113055	90115140	REP_ORR1B2-int	0
90125632	90128953	REP_L1VL4	0
90390324	90392470	REP_MTC-int	0
90443028	90445138	REP_ORR1A2-int	0
90464991	90467324	REP_L1_Mur2	11
90486669	90490162	REP_L1Md_A	6
90506080	90509373	REP_L1_Mur3	0
90714982	90721257	REP_L1Md_T	4
90767055	90773244	REP_L1Md_F2	0
90794926	90801715	REP_L1Md_A	7
90831518	90834730	REP_L1VL2	0
90863580	90866411	REP_Lx3C	0
90874548	90876680	REP_Lx7	0
91135045	91137454	REP_Lx4B	0
91238718	91244998	REP_L1Md_T	4
91277562	91279856	REP_IAPEz-int	0
91303033	91309720	REP_Lx2B	0
91391547	91397974	REP_L1Md_A	8
91883197	91885229	REP_L1_Mm	0
91940843	91943374	REP_Lx3_Mus	0
92189262	92193045	REP_Lx6	1
92213291	92216329	REP_IAPEz-int	2
92265964	92272204	REP_L1Md_T	4
92305366	92308069	REP_Lx3_Mus	0
92313433	92316212	REP_L1Md_F3	0
92371857	92378229	REP_L1Md_A	9
92516939	92523479	REP_L1Md_A	5
92850596	92852734	REP_Lx8	0
92872350	92878746	REP_L1Md_T	3
93250427	93253820	REP_RLTR45-int	3
93383983	93387274	REP_Lx7	0
93387589	93390264	REP_L1_Mur2	0
93639306	93641916	REP_L1Md_A	7
93668971	93671043	REP_Tigger1	21
93747315	93749613	REP_MTA_Mm-int	5
93784738	93787432	REP_Lx8	0
93825332	93831995	REP_IAPEz-int	3
94106460	94110114	REP_L1VL4	0
94218275	94224342	REP_Lx	2
94532629	94534767	REP_L1MA5	0
94610748	94612968	REP_ORR1A4-int	0
95155124	95157265	REP_Lx7	2
95333430	95340008	REP_Lx4A	4
95422946	95426615	REP_L1Md_F2	2
95446089	95449568	REP_Lx2	3
95467081	95469458	REP_L1Md_F2	0
95522151	95525619	REP_L1VL4	0
95531079	95537069	REP_L1Md_F2	0
95605603	95607941	REP_MTE-int	0
95619855	95625078	REP_IAPEz-int	114
95654860	95662502	REP_IAPEz-int	7
95732136	95734745	REP_L1_Mus4	0
95884008	95886962	REP_L1VL2	0
95906114	95913224	REP_Lx5	0
95917502	95920823	REP_Lx8	0
95945466	95950733	REP_L1_Mur2	0
95968465	95974868	REP_L1Md_T	39
95991721	95994137	REP_L1Md_F2	1
96130346	96136823	REP_L1Md_T	28
96275078	96281482	REP_L1Md_F3	1
96349915	96356526	REP_L1Md_F2	2
96376478	96382130	REP_IAP-d-int	2
96482364	96484925	REP_Lx7	0
96503992	96506169	REP_L1Md_F2	0
96528454	96534723	REP_L1_Mus4	0
96595264	96601568	REP_L1_Mus1	0
96633101	96635312	REP_L1Md_A	2
96642687	96648899	REP_L1Md_T	22
96730004	96732025	REP_Lx2	0
96732029	96734107	REP_L1_Mm	0
96783100	96792368	REP_IAPEz-int	8
96988235	96996682	REP_MMERVK10C-int	10
97064933	97067108	REP_RMER1A	0
97122456	97129504	REP_L1Md_F3	2
97191674	97194101	REP_MTB-int	0
97217642	97223853	REP_L1Md_T	24
97226388	97229221	REP_Lx2	1
97250698	97253966	REP_Lx7	0
97290335	97292670	REP_L1Md_F2	4
97317198	97324552	REP_L1Md_A	2
97343463	97348370	REP_L1Md_F2	0
97375827	97383206	REP_L1Md_T	6
97450731	97453922	REP_Lx4B	0
97453955	97456533	REP_Lx7	0
97460726	97467631	REP_L1Md_T	6
97470963	97473908	REP_Lx2B	0
97508342	97514718	REP_L1Md_A	5
97541796	97546639	REP_Lx2B	0
97552948	97557351	REP_L1Md_F3	2
97623424	97629684	REP_L1Md_T	7
97637117	97642455	REP_L1Md_F	0
97656824	97658869	REP_Lx3_Mus	0
97681524	97687533	REP_L1Md_F2	0
97701311	97703948	REP_L1Md_F2	0
97704764	97706955	REP_L1Md_F2	0
97799934	97806317	REP_L1Md_A	4
97821540	97823623	REP_L1Md_T	0
97828869	97831938	REP_Lx5	0
97891458	97897765	REP_L1Md_F2	3
97900828	97905852	REP_L1Md_F2	5
97986375	97993684	REP_Lx5	0
98007025	98013717	REP_L1Md_T	16
98062990	98070327	REP_L1Md_A	8
98132472	98134844	REP_Lx4B	0
98229986	98233410	REP_Lx3C	0
98520474	98522607	REP_MYSERV-int	0
98530486	98536906	REP_L1Md_T	11
98560826	98566062	REP_IAPEz-int	7
98790476	98792824	REP_Lx7	1
98801373	98808972	REP_IAPEz-int	9
98808995	98811150	REP_Lx9	0
98953953	98956015	REP_Lx	0
99008491	99014172	REP_IAPEz-int	4
99124623	99131254	REP_L1Md_T	10
99181587	99188020	REP_L1Md_A	9
99195994	99203082	REP_L1Md_T	24
99205769	99208699	REP_L1_Mm	1
99255403	99258397	REP_L1Md_F	0
99267740	99273999	REP_L1_Mus3	0
99277708	99284212	REP_Lx6	0
99311443	99314277	REP_L1MC1	0
99347493	99353930	REP_L1Md_A	9
99603370	99605404	REP_RLTR45-int	1
99633494	99637053	REP_L1_Mur2	0
99638968	99642861	REP_MMERVK10C-int	1
99644239	99646879	REP_L1VL2	0
99650539	99652793	REP_Lx9	0
99665168	99668950	REP_L1Md_F2	1
99675388	99681783	REP_L1Md_T	27
99695240	99698088	REP_Lx6	0
99703142	99705701	REP_Lx4B	0
99705704	99708138	REP_Lx6	0
99708180	99710538	REP_Lx6	0
99719649	99721692	REP_Lx	0
99762902	99765105	REP_MusHAL1	0
99778407	99784445	REP_L1Md_F3	7
99789328	99791547	REP_MusHAL1	0
99794447	99796666	REP_MusHAL1	0
99799597	99801825	REP_MusHAL1	0
99804774	99807004	REP_MusHAL1	0
99809893	99812123	REP_MusHAL1	0
99815014	99817244	REP_MusHAL1	0
99820150	99822368	REP_MusHAL1	0
99825259	99827489	REP_MusHAL1	0
99830420	99832648	REP_MusHAL1	0
99836476	99838695	REP_MusHAL1	0
99841678	99843906	REP_MusHAL1	0
99846838	99854498	REP_L1Md_T	3
99854828	99858881	REP_L1Md_T	3
99860078	99864104	REP_L1_Mus1	0
99894267	99896558	REP_Lx5	0
99900418	99903345	REP_Lx7	0
99966067	99970919	REP_L1Md_F2	1
99995239	99999002	REP_Lx5	0
100042658	100046443	REP_IAPEz-int	9
100109229	100115529	REP_L1Md_T	2
100137949	100144216	REP_L1Md_T	9
100153396	100156210	REP_L1_Mur3	0
100171537	100173613	REP_L1Md_F2	0
100177901	100180099	REP_Lx2	0
100186966	100192933	REP_L1_Mus3	0
100250072	100254437	REP_L1Md_F2	1
100267310	100273572	REP_L1Md_F2	1
100308361	100310591	REP_L1_Mur3	0
100347690	100350710	REP_Lx6	0
100370993	100377080	REP_L1_Mus3	1
100402875	100405386	REP_L1Md_F2	0
100502703	100505029	REP_Lx6	0
100547456	100550416	REP_MYSERV6-int	0
100568229	100570299	REP_L1Md_F2	1
100619138	100621960	REP_Lx3B	1
100638669	100645444	REP_L1_Mus2	0
100661202	100664320	REP_L1Md_F2	0
100685355	100687678	REP_Lx	0
100742408	100746566	REP_Lx6	0
100804331	100810913	REP_L1Md_T	7
100819565	100821770	REP_L1Md_F2	0
100846960	100849108	REP_Lx	0
100908312	100914667	REP_L1Md_A	6
100916622	100918738	REP_L1_Mus1	0
100924421	100927642	REP_MTA_Mm-int	0
100937748	100939765	REP_L1_Mus1	0
100958247	100962387	REP_L1VL4	0
100998396	101005147	REP_L1Md_F	0
101025405	101027872	REP_L1Md_F2	0
101029421	101036211	REP_L1Md_A	10
101040979	101044185	REP_L1_Mus2	0
101087403	101093823	REP_L1Md_A	4
101116847	101119872	REP_L1Md_F2	0
101138352	101141712	REP_L1Md_F2	0
101148171	101150199	REP_Lx6	0
101151938	101155713	REP_Lx3C	0
101176978	101182192	REP_L1Md_F2	1
101182511	101186525	REP_L1Md_F2	0
101197147	101204602	REP_L1Md_F2	0
101252777	101255952	REP_Lx5	0
101264387	101266691	REP_Lx	0
101350067	101352117	REP_Lx8	0
101361118	101366338	REP_L1Md_F2	0
101400819	101407480	REP_L1Md_F2	0
101419256	101423247	REP_L1_Mm	2
101434436	101437551	REP_L1_Mur2	0
101469068	101471678	REP_L1_Mus3	0
101556177	101558558	REP_Lx7	0
101564190	101566474	REP_Lx6	0
101572339	101574444	REP_L1Md_F2	0
101655227	101658958	REP_L1_Mm	4
101768745	101771574	REP_Lx5	0
101778169	101784536	REP_L1Md_A	8
101786223	101792644	REP_L1Md_T	3
101867096	101869521	REP_L1_Mur1	0
101882865	101884979	REP_ORR1A2-int	0
101889536	101895878	REP_L1Md_T	20
101924897	101928407	REP_L1Md_A	2
102063510	102066389	REP_L1Md_F2	0
102184583	102191404	REP_L1_Mur1	1
102247753	102251837	REP_Lx2	0
102287376	102289437	REP_Lx7	0
102304363	102307002	REP_L1_Mus4	0
102316896	102318988	REP_L1_Mus1	0
102322429	102324746	REP_L1Md_T	1
102397726	102401741	REP_L1Md_F2	0
102402606	102404626	REP_MusHAL1	0
102540198	102546321	REP_L1_Mus4	0
102586033	102588208	REP_ORR1D1-int	0
102670148	102676786	REP_L1Md_T	24
102693897	102696134	REP_Lx7	0
102700148	102703461	REP_L1Md_T	12
102725486	102729038	REP_IAPEY3-int	1
102750011	102753121	REP_L1Md_F2	0
102791055	102794498	REP_L1_Mus3	0
102838091	102840216	REP_Lx2B	2
102840761	102843045	REP_L1VL2	2
102936704	102939519	REP_Lx	0
102962539	102965915	REP_L1Md_A	3
102968356	102971676	REP_L1VL2	0
102975561	102981767	REP_L1Md_A	3
102984998	102987392	REP_MTA_Mm-int	2
103032031	103038227	REP_L1Md_A	6
103039144	103043647	REP_L1_Mus1	0
103058030	103062359	REP_MTB-int	0
103072411	103079023	REP_L1Md_A	7
103097414	103103846	REP_L1Md_A	8
103117728	103124410	REP_L1Md_T	19
103128149	103131630	REP_L1Md_F2	0
103132347	103138542	REP_Lx	0
103141280	103147690	REP_L1Md_T	3
103166993	103173311	REP_L1Md_F3	1
103173419	103177382	REP_Lx5	0
103200392	103205089	REP_L1Md_F2	0
103210546	103217198	REP_L1Md_T	28
103219650	103222500	REP_ORR1B1-int	0
103251898	103254057	REP_Lx3C	0
103257152	103259316	REP_L1Md_F2	0
103273284	103275841	REP_Lx8	1
103302291	103307391	REP_RLTR14-int	0
103330143	103336361	REP_L1Md_T	12
103355011	103360170	REP_Lx4A	43
103378233	103380817	REP_Lx5	0
103383546	103386607	REP_L1VL2	0
103399311	103405435	REP_L1Md_A	2
103456395	103460286	REP_L1Md_T	13
103476104	103478666	REP_RMER6D	0
103536239	103538798	REP_IAPEz-int	1
103572781	103574969	REP_Lx3_Mus	0
103601947	103604924	REP_L1Md_F3	0
103608117	103610328	REP_MusHAL1	0
103610435	103613434	REP_L1Md_F3	0
103616626	103618837	REP_MusHAL1	0
103618944	103621943	REP_L1Md_F3	0
103625134	103627345	REP_MusHAL1	0
103627452	103630452	REP_L1Md_F3	0
103633655	103635864	REP_MusHAL1	0
103635971	103641154	REP_L1Md_F3	1
103653137	103655730	REP_L1_Mur3	0
103666159	103671960	REP_L1Md_T	16
103676280	103682295	REP_L1Md_F	2
103748280	103753697	REP_L1Md_F2	0
103754842	103758366	REP_Lx2A	0
103783649	103786239	REP_L1Md_F3	0
103788616	103791237	REP_Lx2	0
103855994	103858743	REP_MYSERV-int	0
103862121	103864511	REP_L1VL2	0
103930685	103937053	REP_L1Md_A	13
103959959	103963884	REP_Lx5	0
103972394	103974442	REP_L1Md_F2	2
103976710	103983176	REP_L1Md_T	27
103989729	103992205	REP_MTA_Mm-int	0
103992330	103999496	REP_IAPEz-int	7
104016669	104024042	REP_L1Md_F2	0
104055333	104059435	REP_L1Md_Gf	0
104070431	104076625	REP_L1Md_F2	1
104077593	104080063	REP_L1_Mus3	0
104161932	104164632	REP_L1Md_A	2
104185156	104191922	REP_L1Md_A	7
104197672	104200303	REP_L1Md_F2	0
104202181	104208570	REP_L1Md_T	15
104211148	104214988	REP_Lx2B	0
104230606	104232690	REP_RMER12B	0
104237950	104240863	REP_L1Md_F2	0
104246836	104249929	REP_Lx7	0
104256506	104261898	REP_IAPEz-int	16
104271384	104281702	REP_IAPEz-int	12
104292852	104302457	REP_L1Md_A	2
104307691	104311132	REP_MMERVK10C-int	0
104327310	104333598	REP_L1Md_T	21
104391014	104393218	REP_Lx8	0
104398976	104401847	REP_Lx3A	0
104407723	104411166	REP_L1_Mus3	1
104432971	104439133	REP_MERVL-int	4
104498893	104501356	REP_L1_Mus3	0
104503277	104505499	REP_L1Md_F2	0
104565775	104570220	REP_L1Md_F2	0
104597225	104600316	REP_L1VL4	0
104614176	104618850	REP_IAPEz-int	5
105019046	105022407	REP_L1Md_F2	0
105037862	105041395	REP_Lx7	0
105055471	105058010	REP_L1Md_T	1
105109657	105114989	REP_IAPEz-int	19
105119876	105121992	REP_Lx7	0
105246254	105252482	REP_L1Md_T	3
105317627	105321275	REP_IAPEY3-int	2
105321442	105328306	REP_L1Md_F3	2
105355923	105362708	REP_L1Md_A	6
105385605	105388820	REP_L1Md_F2	1
105388837	105391216	REP_L1_Mus2	0
105399819	105402874	REP_Lx2B	0
105407910	105410648	REP_Lx6	0
105420423	105426526	REP_Lx5	0
105439219	105441621	REP_L1_Mus4	1
105477237	105479794	REP_Lx3C	0
105514004	105516519	REP_L1_Mur3	0
105517223	105523744	REP_L1Md_A	15
105524129	105531249	REP_L1Md_T	4
105542835	105545061	REP_Lx6	0
105571407	105574425	REP_L1Md_F2	0
105603890	105606031	REP_L1Md_F2	0
105620915	105624480	REP_RLTR1B-int	858
105625710	105629134	REP_L1Md_A	3
105643576	105650635	REP_L1Md_T	22
105654865	105660210	REP_L1Md_F2	0
105703396	105709508	REP_L1Md_F2	0
105739728	105742067	REP_Lx7	0
105748526	105756414	REP_L1Md_A	11
105756426	105761260	REP_Lx7	0
105763915	105769338	REP_Lx3C	0
105775416	105778255	REP_IAPLTR3-int	0
105819760	105825964	REP_L1Md_A	3
105826194	105840081	REP_L1Md_Gf	39
105873137	105879754	REP_L1Md_A	5
105886530	105892696	REP_L1Md_A	6
105966667	105973348	REP_L1Md_A	7
105974833	105977041	REP_Lx4B	0
105977044	105983409	REP_L1Md_F2	0
105983416	105985930	REP_L1VL4	0
106075373	106078422	REP_L1_Mur3	0
106188325	106190758	REP_Lx6	0
106216866	106219348	REP_Lx3A	1
106219359	106221445	REP_ORR1A1-int	0
106280308	106282570	REP_L1Md_T	0
106282572	106284817	REP_L1Md_F2	2
106356252	106358931	REP_L1_Mm	1
106417332	106419644	REP_MYSERV16_I-int	0
106466456	106470225	REP_Lx4A	0
106523101	106526302	REP_L1_Mur3	0
106534699	106537461	REP_Lx7	0
106541325	106544253	REP_Lx3_Mus	9
106566681	106574028	REP_MERVL-int	3
106625992	106633073	REP_MMERVK10C-int	0
106647961	106650413	REP_L1Md_F2	0
106763705	106770248	REP_L1Md_A	11
106803536	106811544	REP_L1Md_T	10
106880159	106882439	REP_Lx7	0
106882479	106884938	REP_Lx7	0
106991614	106997843	REP_L1Md_T	23
107107547	107110435	REP_L1_Mus3	0
107112390	107114757	REP_L1_Mur3	0
107130547	107132893	REP_L1_Mus1	1
107210606	107213176	REP_Lx2	0
107282426	107290041	REP_L1Md_A	14
107415982	107418249	REP_L1Md_A	4
107436555	107443754	REP_IAPEz-int	14
107457745	107460348	REP_L1_Mur3	0
107489103	107495215	REP_L1Md_F2	0
107559174	107561618	REP_L1_Mus3	2
107652975	107659162	REP_L1Md_F2	3
107875854	107879862	REP_MERVL_2A-int	1
108141096	108143534	REP_Lx7	0
108194681	108197608	REP_Lx5	0
108402079	108404690	REP_Lx7	0
108472798	108477893	REP_L1Md_F2	2
108500457	108503176	REP_Lx5	0
108521629	108527041	REP_L1Md_T	5
108632552	108637948	REP_L1Md_F	0
108644068	108646787	REP_L1Md_F2	0
108649597	108655731	REP_L1Md_T	2
108696469	108699999	REP_Lx4B	0
108752286	108759579	REP_IAPEz-int	5
108787574	108789735	REP_L1Md_A	0
108828083	108832343	REP_Lx6	0
108844417	108850623	REP_L1Md_T	7
108906904	108914135	REP_Lx6	1
108969476	108975022	REP_L1_Mus1	3
109049932	109059942	REP_L1Md_F3	0
109061343	109065024	REP_L1_Mur3	0
109378639	109385088	REP_MERVL-int	7
109446037	109453701	REP_L1Md_A	74
109541895	109548330	REP_MERVL-int	3
109665999	109668371	REP_L1Md_T	2
109801375	109807809	REP_L1Md_A	7
109841550	109846694	REP_L1Md_F2	0
109941038	109947918	REP_L1Md_T	18
109947933	109953699	REP_L1Md_A	6
110064508	110071258	REP_L1Md_A	6
110104127	110106194	REP_MTA_Mm-int	1
110120664	110128672	REP_L1Md_T	20
110133074	110137519	REP_IAPEz-int	3
110165483	110167776	REP_ORR1A2-int	0
110280348	110292138	REP_L1Md_A	8
110306117	110308319	REP_ORR1B1-int	0
110406255	110408315	REP_RMER12	2
110588151	110592522	REP_Lx6	1
110838070	110840954	REP_L1Md_F	0
111452774	111458926	REP_L1Md_A	3
111490569	111495454	REP_IAPEz-int	24
111500060	111504445	REP_L1_Mus3	0
111505816	111508550	REP_L1_Mur1	0
111538681	111540995	REP_ETnERV2-int	0
111548450	111557131	REP_L1Md_F2	3
111567018	111569074	REP_Lx5	0
111585558	111590148	REP_L1Md_T	1
111590538	111595068	REP_L1_Mm	2
111604370	111611797	REP_L1Md_T	52
111675378	111679023	REP_L1Md_F2	1
111738448	111744623	REP_L1Md_T	7
111760244	111766681	REP_L1Md_T	3
111766702	111771955	REP_Lx6	0
111783038	111785979	REP_Lx7	0
111862144	111868982	REP_L1Md_T	17
111933781	111937310	REP_Lx5	0
111943068	111949454	REP_L1Md_A	14
111949695	111955848	REP_L1Md_F2	3
111987489	111990224	REP_MMVL30-int	0
112024069	112030702	REP_L1Md_T	16
112035366	112042562	REP_L1Md_A	2
112077258	112082375	REP_L1_Mus1	0
112098274	112100284	REP_RLTR13C1	0
112135210	112144035	REP_L1Md_Gf	17
112156759	112159120	REP_L1Md_T	5
112293236	112296008	REP_Lx4B	0
112303047	112309467	REP_L1Md_T	16
112399180	112401684	REP_RLTR1B-int	2
112472696	112475152	REP_Lx7	0
112478437	112480645	REP_L1_Mus4	0
112530742	112533251	REP_L1_Mus3	0
112550304	112552686	REP_ORR1A2-int	0
112561794	112564876	REP_L1Md_F2	0
112568092	112570161	REP_L1Md_F2	1
112611178	112613727	REP_L1Md_F2	0
112634092	112639566	REP_Lx5	0
112643028	112645985	REP_L1_Mm	0
112820007	112826409	REP_L1Md_A	4
112895070	112897624	REP_Lx2	0
112917249	112919302	REP_Lx8	0
112936488	112939863	REP_IAP-d-int	0
112948434	112954150	REP_MERVL-int	0
112992916	112995778	REP_Lx3_Mus	0
113007496	113010171	REP_Lx2B	0
113037823	113040470	REP_Lx7	0
113106096	113108725	REP_MMVL30-int	0
113115106	113117375	REP_L1Md_T	0
113136258	113139743	REP_Lx2	0
113159778	113166851	REP_IAPEz-int	4
113202168	113204553	REP_Lx2B	0
113230234	113233312	REP_Lx2B	0
113274195	113277032	REP_Lx5	0
113288438	113292861	REP_Lx7	1
113297661	113299709	REP_Lx	0
113301363	113304258	REP_L1_Mur2	0
113322444	113326123	REP_Lx6	0
113329930	113333915	REP_L1Md_F2	0
113334331	113337093	REP_L1Md_F	0
113368349	113370503	REP_Lx5	0
113389190	113396474	REP_L1Md_F2	0
113423430	113429988	REP_L1Md_F3	1
113466772	113474380	REP_L1Md_F	1
113492685	113499057	REP_L1Md_T	3
113513318	113516091	REP_L1_Mus4	0
113577244	113579396	REP_Lx4A	0
113594876	113601073	REP_L1Md_F2	0
113603478	113613887	REP_L1Md_T	15
113623450	113625527	REP_Lx4B	1
113657417	113660108	REP_RLTR13D5	0
113673357	113675374	REP_Lx7	0
113739040	113741634	REP_L1Md_F2	0
113766904	113773427	REP_L1Md_T	1
113796948	113799367	REP_L1_Rod	0
113819131	113821609	REP_L1_Mur1	0
113857345	113863751	REP_L1_Mus3	0
113926347	113929081	REP_ORR1A4-int	0
113963209	113969587	REP_L1Md_T	7
113972526	113979382	REP_L1Md_T	26
114040466	114043007	REP_Lx5	0
114043017	114047796	REP_Lx5	0
114141943	114147361	REP_L1VL2	0
114254608	114258380	REP_L1Md_T	16
114273300	114275783	REP_L1Md_A	0
114297650	114304035	REP_L1Md_T	6
114408278	114411122	REP_Lx7	0
114473191	114479827	REP_L1Md_T	16
114576135	114578215	REP_Lx7	2
114961717	114964051	REP_Lx5	0
114972878	114979296	REP_L1Md_A	8
115046166	115048867	REP_Lx7	0
115048871	115052637	REP_Lx7	0
115077041	115082922	REP_L1Md_F	0
115093267	115098553	REP_L1MA8	0
115347635	115350163	REP_L1VL4	0
115361094	115364297	REP_L1_Mur3	2
115461360	115467587	REP_L1Md_T	19
115471463	115475116	REP_L1_Mur1	0
115601891	115608067	REP_L1Md_F3	1
115608069	115610214	REP_L1Md_T	7
115901764	115903845	REP_MusHAL1	12
116043253	116050432	REP_IAPEz-int	10
116062093	116064200	REP_MTD-int	0
116303829	116307353	REP_ORR1A3-int	0
116689777	116695517	REP_ETnERV2-int	0
116698855	116702109	REP_Lx	0
116706788	116708835	REP_L1VL4	0
116744573	116747274	REP_ORR1A1-int	2
116751811	116754241	REP_RMER1A	0
116764581	116766615	REP_ORR1A2-int	0
116771313	116773697	REP_MurERV4-int	0
116863938	116866414	REP_ORR1A0-int	1
116922261	116927779	REP_MMERVK10C-int	8
117097365	117099444	REP_L1_Mm	1
117454733	117460702	REP_MERVL-int	3
117507695	117513523	REP_IAPEz-int	5
117660788	117663380	REP_MTC-int	0
117670551	117675326	REP_L1_Mm	0
117678503	117680519	REP_MusHAL1	1
117683915	117689082	REP_MuRRS-int	0
117693060	117695076	REP_MusHAL1	1
117698253	117703028	REP_L1_Mus3	2
117710201	117712793	REP_MTC-int	0
117714485	117716614	REP_ORR1E-int	0
117764689	117766722	REP_MusHAL1	0
117770115	117772143	REP_MusHAL1	0
117775538	117777569	REP_MusHAL1	0
117780962	117782993	REP_MusHAL1	0
117786386	117788419	REP_MusHAL1	0
117792418	117794458	REP_MERVL-int	0
117795981	117802067	REP_L1Md_F3	0
117825829	117831890	REP_Lx6	2
117859245	117864979	REP_MERVL_2A-int	2
117911082	117913200	REP_L1Md_F3	0
118127258	118133873	REP_L1Md_T	26
118278614	118280685	REP_L1Md_F3	1
118347197	118354519	REP_L1Md_A	9
